Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01 00:00:00,54.1475,110.65,16.055,26.1275,42.185,26.8675,9.366666666666667,0.75,19.2925,1.6225,2.1425,,,1.7,1.81,,95.78,0.5875,251.1375,0.0,0.0,100.125,,
2023-01-01 01:00:00,55.255,106.68,16.825,26.86,43.68,28.38,9.3125,0.665,18.7825,1.5875,2.0475,,,1.605,1.82,,95.765,0.4475,249.4825,0.0,0.0,98.125,,
2023-01-01 02:00:00,52.5525,103.815,15.3275,27.52,42.845,27.125,9.2275,0.585,18.9975,1.58,2.1550000000000002,,,1.7349999999999999,1.8175,,95.77250000000001,0.3425,243.0075,0.0,0.0,97.6,,
2023-01-01 03:00:00,42.5925,93.7475,14.2875,25.302500000000002,39.59,24.997500000000002,9.3025,0.5175000000000001,19.37,1.5775000000000001,2.1174999999999997,,,1.6825,1.795,,95.7775,0.34750000000000003,229.91,0.0,0.0,100.4,,
2023-01-01 04:00:00,39.1025,85.9025,16.5075,26.355,42.86,27.435,9.506666666666666,0.5333333333333333,18.3725,1.6225,2.1224999999999996,,,1.7075,1.79,,95.7575,0.38,248.4375,0.0,0.0,100.875,,
2023-01-01 05:00:00,38.91,75.3,14.055,24.0625,38.115,23.4075,9.77,0.5025,19.3325,1.5975000000000001,2.0825,,,1.75,1.7850000000000001,,95.78,0.22999999999999998,96.8225,0.0,0.0,116.675,,
2023-01-01 06:00:00,35.42,67.695,12.88,22.052500000000002,34.935,21.6,9.665,0.4925,19.205,1.6,2.045,,,1.7525,1.7675,,95.7875,0.2475,159.58499999999998,0.0,0.0,122.67500000000001,,
2023-01-01 07:00:00,32.41,68.92,15.72,23.544999999999998,39.265,24.965,9.6225,0.5125,18.9725,1.6025,1.9874999999999998,,,1.7025000000000001,1.855,,95.77,0.1875,155.72,0.0,0.0,132.65,,
2023-01-01 08:00:00,32.4675,69.3125,18.2875,26.425,44.7125,29.0225,9.156666666666666,0.58,18.3325,1.5725,2.1399999999999997,,,1.6775,1.76,,95.77250000000001,0.335,105.9675,0.0,0.0,147.625,,
2023-01-01 09:00:00,29.09,68.6925,15.219999999999999,24.29,39.515,25.435000000000002,9.25,0.6725,19.065,1.5899999999999999,2.1375,,,1.8225,1.79,,95.785,0.545,133.4,0.0,0.0,163.27499999999998,,
2023-01-01 10:00:00,34.21,76.53750000000001,15.5275,26.205000000000002,41.7325,26.545,16.195,0.785,19.16,1.545,2.13,,,1.6425,1.7575,,95.785,0.535,129.9675,0.0,0.0,178.5,,
2023-01-01 11:00:00,39.6625,93.39750000000001,17.1375,28.66,45.795,30.61,16.67,0.88,19.225,1.6400000000000001,2.215,,,1.6975,1.8675,,95.79249999999999,0.675,141.35750000000002,0.0,0.0,202.6,,
2023-01-01 12:00:00,50.44,108.9175,15.84,25.330000000000002,41.17,26.485,9.94,0.7833333333333333,19.825,1.615,2.0925,,,1.6925,1.7775,,95.725,0.685,152.13,0.0,0.0,284.925,,
2023-01-01 13:00:00,61.23,119.89,14.485,24.98,39.462500000000006,24.945,9.9925,0.7925,20.845,1.5975000000000001,2.0875,,,1.7375,1.7475,,95.52,0.815,138.3625,0.0,0.0,227.275,,
2023-01-01 14:00:00,69.4875,131.20499999999998,13.88,26.6275,40.5075,25.6675,10.2975,0.8425,21.825,1.565,2.0125,,,1.675,1.805,,95.4025,0.7849999999999999,149.6375,0.0,0.0,169.2,,
2023-01-01 15:00:00,69.17,135.3275,14.4125,23.03,37.445,23.805,10.475,0.82,22.4775,1.605,2.0575,,,1.755,1.7325,,95.39,0.3875,208.505,0.0,0.0,146.65,,
2023-01-01 16:00:00,67.73,134.82,16.06,27.5625,43.625,27.387500000000003,9.493333333333334,0.7600000000000001,20.7825,1.705,2.0625,,,1.6749999999999998,1.7875,,95.5625,0.10250000000000001,241.3425,0.0,0.0,115.825,,
2023-01-01 17:00:00,68.5025,138.0125,15.040000000000001,27.06,42.1,26.825,9.86,0.77,20.11,1.6325,1.9449999999999998,,,1.7475,1.7575,,95.7175,0.1225,284.5025,0.0,0.0,96.15,,
2023-01-01 18:00:00,69.41,146.8425,18.997500000000002,28.785,47.785000000000004,31.9,9.9125,0.9475,19.34,1.565,2.1,,,1.665,1.7875,,95.78999999999999,0.1225,194.63,0.0,0.0,93.75,,
2023-01-01 19:00:00,79.5975,163.73499999999999,22.7725,31.9925,54.77,37.097500000000004,9.585,1.345,19.2925,1.6375,2.1475,,,1.6800000000000002,1.83,,95.7825,0.11499999999999999,136.75,0.0,0.0,95.65,,
2023-01-01 20:00:00,96.45,186.83499999999998,24.1525,34.8825,59.0375,40.5825,9.833333333333334,1.5166666666666666,19.135,1.605,2.115,,,1.6425,1.7675,,95.7775,0.20500000000000002,253.1475,0.0,0.0,106.5,,
2023-01-01 21:00:00,97.1575,187.7975,26.122500000000002,35.3875,61.51,42.8075,10.0375,1.605,19.3075,1.5625,2.0375,,,1.705,1.7775,,95.7825,0.145,180.185,0.0,0.0,123.025,,
2023-01-01 22:00:00,88.0375,171.3375,27.695,36.6775,64.3775,44.815,9.465,1.685,18.1475,1.62,2.0525,,,1.7675,1.815,,95.7625,0.2025,122.39999999999999,0.0,0.0,127.15,,
2023-01-01 23:00:00,84.13,151.74333333333334,25.08,34.14666666666667,59.22666666666666,40.46333333333333,9.383333333333333,1.74,19.366666666666664,1.6133333333333333,2.0766666666666667,,,1.7333333333333334,1.7266666666666666,,95.76666666666667,0.25333333333333335,103.43333333333332,0.0,0.0,124.86666666666667,,
2023-01-02 00:00:00,77.0475,131.965,22.57,32.35,54.92,37.41,10.729999999999999,1.3066666666666666,19.0075,1.5550000000000002,2.09,,,1.8125,1.8275,,95.78,0.2575,295.88,0.0,0.0,121.475,,
2023-01-02 01:00:00,64.96000000000001,111.6725,20.165,27.1875,47.3475,31.0675,10.3875,1.045,19.052500000000002,1.6075,2.1774999999999998,,,1.7175,1.735,,95.7825,0.21,186.0075,0.0,0.0,124.05,,
2023-01-02 02:00:00,55.89,96.12,17.7825,28.42,46.2,30.1975,9.985,0.8525,19.0175,1.5925,2.1425,,,1.7125,1.8575,,95.785,0.1875,50.085,0.0,0.0,130.3,,
2023-01-02 03:00:00,51.81,89.165,19.355,28.9875,48.3425,32.505,10.3425,0.7375,18.15,1.5675,2.085,,,1.69,1.815,,95.7675,0.28,94.045,0.0,0.0,131.45,,
2023-01-02 04:00:00,49.785000000000004,84.135,14.9475,26.29,41.2375,26.5475,9.56,0.8533333333333334,19.1925,1.635,1.9875,,,1.6475,1.8675,,95.77250000000001,0.165,131.3175,0.0,0.0,131.5,,
2023-01-02 05:00:00,43.2425,82.4175,15.445,27.11,42.555,27.2375,9.2325,0.805,18.265,1.6475,2.1675,,,1.7225,1.815,,95.755,0.2225,222.0425,0.0,0.0,129.275,,
2023-01-02 06:00:00,41.0975,82.27250000000001,12.775,23.055,35.8275,22.655,9.3675,0.7675000000000001,19.335,1.5975000000000001,2.1075,,,1.72,1.88,,95.78999999999999,0.39,140.385,0.0,0.0,131.65,,
2023-01-02 07:00:00,41.3875,84.5125,12.1975,21.28,33.475,20.39,9.247499999999999,0.7424999999999999,19.625,1.5825,2.13,,,1.6975,1.7675,,95.78,0.405,176.125,0.0,0.0,134.25,,
2023-01-02 08:00:00,40.2225,83.4425,15.6175,23.375,38.9925,24.5175,8.969999999999999,0.79,18.805,1.6075,2.0949999999999998,,,1.6175,1.8075,,95.76,0.4275,126.965,0.0,0.0,145.425,,
2023-01-02 09:00:00,39.8075,91.715,14.055000000000001,26.07,40.13,25.4925,8.2975,0.8425,19.3825,1.52,2.0825,,,1.7375,1.7025000000000001,,95.7625,0.445,126.3125,0.0,0.0,160.975,,
2023-01-02 10:00:00,50.47,109.2525,16.5325,27.2975,43.8275,28.435000000000002,9.1825,0.84,19.22,1.605,2.145,,,1.8025,1.8825,,95.785,0.5925,125.39750000000001,0.0,0.0,184.75,,
