Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01 15:00:00,49.38,84.68,4.97,7.88,12.88,25.18,NA,0.93,24.19,2.50,7.40,NA,0.87,5.29,10.22,NA,49.57,0.90,128.26,0.00,0.00,158.71,NA,NA
2020-01-01 16:00:00,46.80,87.25,5.00,9.67,14.70,26.10,NA,0.93,20.59,2.50,7.40,NA,0.87,5.29,10.23,NA,48.62,0.47,129.11,0.00,0.00,99.06,NA,NA
2020-01-01 17:00:00,50.18,87.52,121.45,45.45,166.88,149.60,22.06,3.74,6.69,2.50,7.40,NA,0.87,5.29,10.23,NA,70.07,0.22,303.21,0.00,0.00,76.50,NA,NA
2020-01-01 18:00:00,54.90,114.15,165.77,44.42,210.20,176.65,17.60,4.40,5.97,2.50,7.40,NA,0.87,5.29,10.22,NA,88.56,0.26,342.83,0.00,0.00,78.29,NA,NA
2020-01-01 19:00:00,70.97,156.38,145.55,34.80,180.35,154.57,16.19,4.02,5.99,2.50,7.40,NA,0.87,5.29,10.23,NA,94.98,0.21,331.20,0.00,0.00,81.87,NA,NA
2020-01-01 20:00:00,92.22,202.65,126.68,30.50,157.18,136.07,14.68,2.44,5.94,2.50,7.40,NA,0.87,5.29,10.22,NA,95.08,0.18,316.40,0.00,0.00,83.66,NA,NA
2020-01-01 21:00:00,93.15,204.82,110.90,25.65,136.60,120.08,15.01,2.18,5.92,2.50,7.40,NA,0.87,5.29,10.22,NA,94.82,0.19,306.97,0.00,0.00,81.17,NA,NA
2020-01-01 22:00:00,92.85,197.92,94.48,23.30,117.75,105.76,14.48,1.92,5.92,2.50,7.40,NA,0.87,5.29,10.23,NA,94.84,0.29,305.03,0.00,0.00,83.06,NA,NA
2020-01-01 23:00:00,93.30,189.70,81.40,21.95,103.35,94.66,14.00,1.66,5.92,2.50,7.40,NA,0.87,5.29,10.23,NA,94.84,0.28,297.80,0.00,0.00,83.32,NA,NA
2020-01-02 00:00:00,80.25,161.02,68.10,20.85,88.95,82.65,12.29,1.82,5.93,2.50,7.40,NA,0.87,5.29,10.23,NA,94.95,0.41,297.88,0.00,0.00,82.24,NA,NA
2020-01-02 01:00:00,73.92,137.35,56.40,20.62,77.03,73.28,12.47,1.56,5.88,2.50,7.40,NA,0.87,5.29,10.22,NA,95.16,0.65,326.58,0.00,0.00,87.80,NA,NA
2020-01-02 02:00:00,71.65,126.07,46.12,21.12,67.23,65.32,12.29,1.35,5.87,2.50,7.40,NA,0.87,5.29,10.23,NA,94.98,0.87,330.40,0.00,0.00,85.78,NA,NA
2020-01-02 03:00:00,69.12,121.15,39.85,20.58,60.45,58.75,12.11,1.19,5.85,2.50,7.40,NA,0.87,5.29,10.23,NA,94.90,0.78,333.42,0.00,0.00,88.57,NA,NA
2020-01-02 04:00:00,55.50,106.25,33.38,19.25,52.62,53.72,12.85,1.38,5.85,2.50,7.40,NA,0.87,5.29,10.23,NA,95.01,0.70,330.50,0.00,0.00,97.00,NA,NA
2020-01-02 05:00:00,52.90,102.98,29.52,18.68,48.20,49.82,12.88,1.26,5.84,2.50,7.40,NA,0.87,5.29,10.23,NA,95.14,0.54,330.15,0.00,0.00,92.17,NA,NA
2020-01-02 06:00:00,50.88,91.22,25.72,18.23,43.95,46.52,12.94,1.15,5.86,2.50,7.40,NA,0.87,5.29,10.23,NA,95.17,0.42,320.06,0.00,0.00,89.62,NA,NA
2020-01-02 07:00:00,46.40,86.68,23.18,17.90,41.08,44.19,12.89,1.06,5.89,2.50,7.40,NA,0.87,5.29,10.22,NA,95.14,0.63,330.90,0.00,0.00,105.92,NA,NA
2020-01-02 08:00:00,43.58,87.48,20.02,19.62,39.67,41.61,12.33,1.17,5.92,2.50,7.40,NA,0.87,5.29,10.23,NA,91.44,0.64,343.67,0.00,0.00,166.71,NA,NA
2020-01-02 09:00:00,47.12,93.93,9.25,22.38,31.60,35.31,17.12,1.05,6.05,2.50,7.40,NA,0.87,5.29,10.22,NA,77.82,0.50,109.76,0.00,0.00,257.50,NA,NA
2020-01-02 10:00:00,53.18,111.85,8.80,20.40,29.22,33.70,14.10,1.11,6.18,2.50,7.40,NA,0.87,5.29,10.22,NA,64.01,0.34,50.68,0.00,0.00,331.46,NA,NA
2020-01-02 11:00:00,71.72,132.05,8.65,19.73,28.35,33.16,13.27,1.09,6.18,2.50,7.40,NA,0.87,5.29,10.22,NA,53.76,0.32,313.64,0.00,0.00,349.54,NA,NA
2020-01-02 12:00:00,66.50,127.43,8.10,17.62,25.72,32.49,11.30,1.13,6.58,2.50,7.40,NA,0.87,5.29,10.22,NA,55.07,0.42,299.18,0.00,0.00,403.60,NA,NA
2020-01-02 13:00:00,55.22,106.20,7.85,15.72,23.55,32.03,13.58,1.08,6.86,2.50,7.40,NA,0.87,5.29,10.23,NA,50.39,0.50,326.55,0.00,0.00,266.72,NA,NA
2020-01-02 14:00:00,44.15,87.25,7.90,15.00,22.90,31.18,13.57,1.07,6.87,2.50,7.40,NA,0.87,5.29,10.22,NA,49.30,0.53,327.91,0.00,0.00,175.85,NA,NA
2020-01-02 15:00:00,38.78,77.12,8.45,16.38,24.85,31.26,15.07,1.09,6.32,2.50,7.40,NA,0.87,5.29,10.23,NA,59.95,0.44,328.34,0.00,0.00,148.24,NA,NA
2020-01-02 16:00:00,48.78,99.70,8.55,16.58,25.10,30.84,13.18,1.12,6.05,2.50,7.40,NA,0.87,5.29,10.23,NA,62.17,0.26,258.15,0.00,0.00,104.41,NA,NA
2020-01-02 17:00:00,46.53,99.85,10.55,17.67,28.22,32.02,13.21,1.14,5.98,2.50,7.40,NA,0.87,5.29,10.22,NA,81.54,0.24,307.05,0.00,0.00,79.40,NA,NA
2020-01-02 18:00:00,46.40,104.35,15.62,19.33,34.92,39.11,12.76,1.23,5.84,2.50,7.40,NA,0.87,5.29,10.22,NA,95.09,0.19,314.57,0.00,0.00,81.67,NA,NA
2020-01-02 19:00:00,49.20,117.40,23.40,20.12,43.50,44.14,12.69,1.34,5.91,2.50,7.40,NA,0.87,5.29,10.22,NA,95.19,0.18,319.26,0.00,0.00,82.54,NA,NA
2020-01-02 20:00:00,56.95,129.15,28.62,20.50,49.18,50.40,12.55,1.33,5.85,2.50,7.40,NA,0.87,5.29,10.22,NA,95.10,0.20,312.56,0.00,0.00,84.50,NA,NA
2020-01-02 21:00:00,63.22,133.35,31.10,19.80,50.85,51.60,13.10,1.38,5.96,2.50,7.40,NA,0.87,5.29,10.23,NA,95.03,0.19,314.58,0.00,0.00,83.82,NA,NA
2020-01-02 22:00:00,74.18,141.05,30.70,19.27,49.97,51.13,13.15,1.44,5.82,2.50,7.40,NA,0.87,5.29,10.23,NA,95.10,0.18,287.86,0.00,0.00,82.94,NA,NA
2020-01-02 23:00:00,76.30,144.30,29.70,19.15,48.82,50.33,12.91,1.44,5.86,2.50,7.40,NA,0.87,5.29,10.22,NA,95.30,0.28,266.92,0.00,0.00,84.02,NA,NA
2020-01-03 00:00:00,83.38,172.27,27.55,19.25,46.80,48.74,7.05,1.31,5.86,2.50,7.40,NA,0.87,5.29,10.22,NA,95.32,0.35,271.60,0.00,0.00,80.64,NA,NA
2020-01-03 01:00:00,92.18,181.65,25.05,19.18,44.22,46.66,12.14,1.27,5.84,2.50,7.40,NA,0.87,5.29,10.22,NA,95.32,0.31,263.71,0.00,0.00,81.46,NA,NA
2020-01-03 02:00:00,99.05,191.85,22.17,18.68,40.85,44.07,12.04,1.24,5.97,2.50,7.40,NA,0.87,5.29,10.22,NA,95.31,0.22,252.84,0.00,0.00,88.04,NA,NA
2020-01-03 03:00:00,105.92,196.28,20.62,17.58,38.17,42.05,11.69,1.24,5.81,2.50,7.40,NA,0.87,5.29,10.22,NA,95.19,0.20,259.05,0.00,0.00,87.18,NA,NA
2020-01-03 04:00:00,104.52,191.08,19.10,16.65,35.78,40.55,11.66,1.21,5.82,2.50,7.40,NA,0.87,5.29,10.22,NA,95.27,0.22,279.74,0.00,0.00,85.91,NA,NA
2020-01-03 05:00:00,103.28,177.52,17.62,16.88,34.48,39.67,11.73,1.14,5.81,2.50,7.40,NA,0.87,5.29,10.22,NA,95.38,0.40,310.12,0.00,0.00,86.58,NA,NA
2020-01-03 06:00:00,97.57,153.18,16.38,17.35,33.72,39.26,11.52,1.12,5.86,2.50,7.40,NA,0.87,5.29,10.22,NA,95.38,0.38,344.72,0.00,0.00,87.28,NA,NA
2020-01-03 07:00:00,83.80,149.70,16.15,17.48,33.60,38.94,11.63,1.10,5.83,2.50,7.40,NA,0.87,5.29,10.22,NA,95.27,0.25,228.52,0.00,0.00,100.97,NA,NA
2020-01-03 08:00:00,88.05,157.75,17.05,18.25,35.28,39.10,11.89,1.24,5.86,2.50,7.40,NA,0.87,5.29,10.22,NA,95.20,0.36,283.34,0.00,0.00,167.81,NA,NA
2020-01-03 09:00:00,92.28,162.00,17.68,22.50,40.15,37.47,13.56,1.26,5.90,2.50,7.40,NA,0.87,5.29,10.22,NA,93.50,0.32,311.80,0.00,0.00,272.36,NA,NA
2020-01-03 10:00:00,89.98,167.30,17.27,17.98,35.22,39.43,13.51,1.29,5.92,2.50,7.40,NA,0.87,5.29,10.22,NA,75.23,0.26,294.24,0.00,0.00,360.51,NA,NA
2020-01-03 11:00:00,83.72,151.25,7.95,17.45,25.35,32.83,18.09,1.04,11.39,2.55,6.01,NA,1.28,4.97,8.78,NA,68.56,0.60,259.59,0.00,0.00,386.95,NA,NA
2020-01-03 12:00:00,77.18,142.90,5.40,15.20,20.62,29.71,34.61,1.02,15.31,2.50,7.40,NA,0.87,5.29,10.22,NA,57.46,0.54,272.91,0.00,0.00,471.12,NA,NA
2020-01-03 13:00:00,71.47,134.08,4.92,12.32,17.25,28.10,35.33,0.90,18.54,2.50,7.40,NA,0.87,5.29,10.23,NA,56.80,0.47,270.81,0.00,0.00,213.63,NA,NA
2020-01-03 14:00:00,70.10,129.45,4.92,9.60,14.52,26.18,20.39,0.88,22.46,2.50,7.40,NA,0.87,5.29,10.23,NA,57.90,0.55,268.10,0.00,0.00,144.07,NA,NA
2020-01-03 15:00:00,59.35,116.50,5.12,8.82,13.95,25.29,16.06,0.84,19.56,2.50,7.40,NA,0.87,5.29,10.23,NA,57.98,0.56,270.44,0.00,0.00,111.82,NA,NA
2020-01-03 16:00:00,52.53,97.30,5.15,11.65,16.77,27.91,19.60,1.00,20.67,2.50,7.40,NA,0.87,5.29,10.23,NA,65.46,0.67,255.00,0.00,0.00,93.96,NA,NA
2020-01-03 17:00:00,52.08,94.15,5.92,26.98,32.90,37.93,17.54,1.21,10.54,2.50,7.40,NA,0.87,5.29,10.23,NA,77.55,0.52,257.00,0.00,0.00,69.92,NA,NA
2020-01-03 18:00:00,50.60,99.20,5.08,23.25,28.30,32.26,14.83,1.10,8.67,2.50,7.40,NA,0.87,5.29,10.23,NA,83.21,0.62,257.45,0.00,0.00,69.63,NA,NA
2020-01-03 19:00:00,47.18,99.85,5.80,20.05,25.88,30.86,13.10,1.14,6.22,2.50,7.40,NA,0.87,5.29,10.23,NA,88.08,0.53,253.66,0.00,0.00,70.68,NA,NA
2020-01-03 20:00:00,55.00,110.05,6.45,19.10,25.55,31.14,6.39,1.10,6.01,2.50,7.40,NA,0.87,5.29,10.23,NA,94.58,0.30,249.45,0.00,0.00,73.29,NA,NA
2020-01-03 21:00:00,62.18,126.68,7.70,18.73,26.50,30.98,12.56,1.14,5.96,2.50,7.40,NA,0.87,5.29,10.22,NA,94.96,0.11,269.86,0.00,0.00,74.77,NA,NA
2020-01-03 22:00:00,61.78,132.77,8.57,17.83,26.38,32.03,12.30,1.17,5.86,2.50,7.40,NA,0.87,5.29,10.22,NA,95.06,0.08,145.50,0.00,0.00,79.08,NA,NA
2020-01-03 23:00:00,59.90,124.10,8.88,17.77,26.65,32.04,12.27,1.17,5.88,2.50,7.40,NA,0.87,5.29,10.22,NA,95.24,0.26,250.89,0.00,0.00,80.20,NA,NA
2020-01-04 00:00:00,59.08,124.00,10.72,17.42,28.15,33.79,5.35,1.19,5.89,2.50,7.40,NA,0.87,5.29,10.22,NA,95.29,0.17,262.80,0.00,0.00,80.04,NA,NA
2020-01-04 01:00:00,54.20,110.42,12.62,17.42,30.05,35.46,12.73,1.17,5.87,2.50,7.40,NA,0.87,5.29,10.22,NA,95.30,0.18,233.57,0.00,0.00,81.94,NA,NA
2020-01-04 02:00:00,51.88,103.02,13.02,17.00,30.05,35.74,12.52,1.15,5.86,2.50,7.40,NA,0.87,5.29,10.22,NA,95.20,0.20,184.22,0.00,0.00,79.55,NA,NA
2020-01-04 03:00:00,48.70,105.90,12.85,16.70,29.55,35.58,12.46,1.14,5.84,2.50,7.40,NA,0.87,5.29,10.22,NA,95.08,0.18,258.02,0.00,0.00,79.94,NA,NA
2020-01-04 04:00:00,49.75,95.30,12.12,15.95,28.08,34.27,11.51,1.11,5.83,2.50,7.40,NA,0.87,5.29,10.23,NA,95.09,0.16,152.38,0.00,0.00,81.58,NA,NA
2020-01-04 05:00:00,45.22,97.57,11.62,15.68,27.32,33.98,11.48,1.07,5.85,2.50,7.40,NA,0.87,5.29,10.22,NA,95.11,0.15,141.24,0.00,0.00,81.85,NA,NA
2020-01-04 06:00:00,42.20,104.70,11.85,15.50,27.35,34.34,11.43,1.04,5.86,2.50,7.40,NA,0.87,5.29,10.23,NA,95.11,0.18,242.43,0.00,0.00,82.50,NA,NA
2020-01-04 07:00:00,44.92,95.93,12.42,15.45,27.88,34.70,11.48,1.04,5.85,2.50,7.40,NA,0.87,5.29,10.22,NA,95.11,0.21,211.62,0.00,0.00,96.77,NA,NA
2020-01-04 08:00:00,48.42,107.68,17.90,19.00,36.90,41.50,11.64,1.21,5.84,2.50,7.40,NA,0.87,5.29,10.23,NA,95.06,0.26,231.94,0.00,0.00,152.14,NA,NA
2020-01-04 09:00:00,65.30,162.70,32.58,29.07,61.65,54.44,16.34,1.70,6.00,2.50,7.40,NA,0.87,5.29,10.23,NA,91.44,0.45,259.03,0.00,0.00,271.42,NA,NA
2020-01-04 10:00:00,100.20,315.00,24.72,22.58,47.30,48.32,16.90,1.62,6.70,2.50,7.40,NA,0.87,5.29,10.23,NA,73.23,0.36,329.53,0.00,0.00,330.32,NA,NA
2020-01-04 11:00:00,115.85,260.30,3.92,21.10,19.42,36.13,64.87,0.84,16.24,2.00,4.56,NA,1.85,4.10,6.74,NA,63.32,0.35,88.76,0.00,0.00,361.50,NA,NA
2020-01-04 12:00:00,115.50,238.22,5.03,17.95,22.98,33.46,36.04,0.97,18.80,2.50,7.40,NA,0.87,5.29,10.23,NA,59.43,0.36,89.55,0.00,0.00,406.84,NA,NA
2020-01-04 13:00:00,120.78,223.40,5.20,11.52,16.73,27.28,24.64,0.84,12.84,2.50,7.40,NA,0.87,5.29,10.23,NA,49.66,0.44,206.58,0.00,0.00,225.52,NA,NA
2020-01-04 14:00:00,104.28,157.05,5.12,12.15,17.27,26.17,18.69,0.81,9.11,2.50,7.40,NA,0.87,5.29,10.23,NA,51.02,0.70,274.96,0.00,0.00,159.76,NA,NA
2020-01-04 15:00:00,92.85,117.05,5.18,11.23,16.38,26.23,18.12,0.75,15.26,2.50,7.40,NA,0.87,5.29,10.22,NA,47.36,1.06,254.17,0.00,0.00,125.54,NA,NA
2020-01-04 16:00:00,72.32,94.58,5.00,8.07,13.10,25.79,19.69,0.92,22.42,2.50,7.40,NA,0.87,5.29,10.23,NA,61.34,1.00,249.11,0.00,0.00,94.88,NA,NA
2020-01-04 17:00:00,51.47,91.85,5.20,11.22,16.40,25.89,16.37,0.94,9.03,2.50,7.40,NA,0.87,5.29,10.23,NA,79.25,0.37,270.24,0.00,0.00,67.87,NA,NA
2020-01-04 18:00:00,49.40,98.22,6.28,15.10,21.32,27.57,13.69,1.01,6.26,2.50,7.40,NA,0.87,5.29,10.23,NA,87.00,0.26,271.74,0.00,0.00,69.58,NA,NA
2020-01-04 19:00:00,53.20,112.48,8.30,16.90,25.20,31.49,13.16,1.11,5.90,2.50,7.40,NA,0.87,5.29,10.23,NA,94.76,0.09,288.63,0.00,0.00,92.30,NA,NA
2020-01-04 20:00:00,62.30,135.05,10.77,18.00,28.75,34.28,12.91,1.08,5.94,2.50,7.40,NA,0.87,5.29,10.22,NA,94.02,0.24,242.95,0.00,0.00,102.50,NA,NA
2020-01-04 21:00:00,65.40,138.75,12.72,17.90,30.60,35.44,13.50,1.16,6.04,2.50,7.40,NA,0.87,5.29,10.22,NA,90.85,0.54,275.71,0.00,0.00,89.46,NA,NA
2020-01-04 22:00:00,63.68,149.90,11.42,16.85,28.28,34.03,13.55,1.18,6.27,2.50,7.40,NA,0.87,5.29,10.22,NA,88.33,0.74,261.14,0.00,0.00,111.16,NA,NA
2020-01-04 23:00:00,68.00,141.90,9.02,17.10,26.10,32.66,13.53,1.14,6.62,2.50,7.40,NA,0.87,5.29,10.22,NA,86.78,0.82,273.06,0.00,0.00,110.90,NA,NA
2020-01-05 00:00:00,66.05,138.20,7.42,16.83,24.25,30.79,12.47,1.16,6.44,2.50,7.40,NA,0.87,5.29,10.22,NA,85.60,0.38,306.96,0.00,0.00,98.91,NA,NA
2020-01-05 01:00:00,66.00,124.25,7.10,16.38,23.42,29.99,12.78,1.17,6.05,2.50,7.40,NA,0.87,5.29,10.23,NA,93.75,0.22,275.66,0.00,0.00,79.98,NA,NA
2020-01-05 02:00:00,67.00,127.52,6.58,15.95,22.55,29.39,12.36,1.12,6.25,2.50,7.40,NA,0.87,5.29,10.22,NA,95.07,0.34,270.95,0.00,0.00,72.71,NA,NA
2020-01-05 03:00:00,68.55,118.32,7.15,14.95,22.08,29.49,12.28,1.12,5.97,2.50,7.40,NA,0.87,5.29,10.23,NA,95.00,0.24,259.26,0.00,0.00,75.31,NA,NA
2020-01-05 04:00:00,57.72,119.15,7.25,14.00,21.25,28.80,11.83,1.14,5.87,2.50,7.40,NA,0.87,5.29,10.22,NA,95.18,0.24,251.27,0.00,0.00,78.02,NA,NA
2020-01-05 05:00:00,69.55,121.68,7.40,13.68,21.08,29.18,11.98,1.13,5.84,2.50,7.40,NA,0.87,5.29,10.23,NA,95.30,0.36,248.03,0.00,0.00,78.33,NA,NA
2020-01-05 06:00:00,76.07,136.85,7.72,14.00,21.72,29.81,12.26,1.14,5.85,2.50,7.40,NA,0.87,5.29,10.23,NA,95.30,0.32,268.59,0.00,0.00,76.43,NA,NA
2020-01-05 07:00:00,82.90,156.88,8.23,14.40,22.62,30.38,12.08,1.16,5.84,2.50,7.40,NA,0.87,5.29,10.23,NA,95.31,0.26,247.61,0.00,0.00,90.48,NA,NA
2020-01-05 08:00:00,89.35,167.28,8.50,17.27,25.78,29.98,12.54,1.18,5.88,2.50,7.40,NA,0.87,5.29,10.23,NA,95.12,0.55,251.59,0.00,0.00,164.21,NA,NA
2020-01-05 09:00:00,97.88,184.35,8.93,16.35,25.30,30.20,14.19,1.19,6.05,2.50,7.40,NA,0.87,5.29,10.22,NA,92.51,0.65,260.45,0.00,0.00,278.76,NA,NA
2020-01-05 10:00:00,97.90,178.40,8.65,13.95,22.60,30.04,14.30,1.19,6.07,2.50,7.40,NA,0.87,5.29,10.22,NA,75.29,0.60,275.46,0.00,0.00,358.59,NA,NA
2020-01-05 11:00:00,83.12,150.88,7.60,13.75,21.33,29.60,14.15,1.10,7.02,2.50,7.40,NA,0.87,5.29,10.22,NA,60.10,0.69,271.43,0.00,0.00,324.96,NA,NA
2020-01-05 12:00:00,65.68,118.58,6.75,12.82,19.58,28.76,12.66,1.08,7.90,2.50,7.40,NA,0.87,5.29,10.23,NA,54.02,0.72,271.28,0.00,0.00,443.25,NA,NA
2020-01-05 13:00:00,59.10,89.72,5.90,12.27,18.08,28.34,14.28,1.02,8.61,2.50,7.40,NA,0.87,5.29,10.23,NA,44.14,0.87,270.54,0.00,0.00,291.70,NA,NA
2020-01-05 14:00:00,42.72,78.97,5.88,11.75,17.65,27.74,13.46,1.00,8.16,2.50,7.40,NA,0.87,5.29,10.23,NA,41.04,0.76,281.24,0.00,0.00,235.27,NA,NA
2020-01-05 15:00:00,37.80,73.00,6.00,12.40,18.42,27.08,14.24,1.01,7.72,2.50,7.40,NA,0.87,5.29,10.23,NA,50.93,0.62,271.52,0.00,0.00,174.66,NA,NA
2020-01-05 16:00:00,33.43,75.07,6.18,12.72,18.88,27.34,11.40,1.05,6.90,2.50,7.40,NA,0.87,5.29,10.23,NA,61.55,0.65,265.04,0.00,0.00,124.30,NA,NA
2020-01-05 17:00:00,31.30,72.78,6.20,13.95,20.20,27.76,13.24,1.00,7.27,2.50,7.40,NA,0.87,5.29,10.23,NA,74.85,0.69,262.83,0.00,0.00,107.76,NA,NA
2020-01-05 18:00:00,30.15,74.43,6.40,14.70,21.10,28.35,13.33,1.02,6.82,2.50,7.40,NA,0.87,5.29,10.22,NA,83.76,0.53,291.22,0.00,0.00,108.04,NA,NA
2020-01-05 19:00:00,39.05,82.28,6.55,14.92,21.48,28.70,12.81,1.03,6.19,2.50,7.40,NA,0.87,5.29,10.23,NA,88.62,0.44,288.68,0.00,0.00,108.84,NA,NA
2020-01-05 20:00:00,41.22,90.95,6.78,14.95,21.72,29.12,14.04,1.15,6.65,2.50,7.40,NA,0.87,5.29,10.23,NA,94.69,0.59,288.79,0.00,0.00,95.93,NA,NA
2020-01-05 21:00:00,46.70,96.68,6.88,14.68,21.55,28.89,12.36,1.12,6.34,2.50,7.40,NA,0.87,5.29,10.23,NA,94.62,0.48,254.08,0.00,0.00,92.88,NA,NA
2020-01-05 22:00:00,49.58,106.40,6.93,14.20,21.12,28.82,12.24,1.15,6.16,2.50,7.40,NA,0.87,5.29,10.23,NA,94.61,0.59,259.70,0.00,0.00,111.40,NA,NA
2020-01-05 23:00:00,56.60,112.90,6.90,14.48,21.30,28.94,12.27,1.14,6.08,2.50,7.40,NA,0.87,5.29,10.22,NA,94.59,0.37,287.88,0.00,0.00,113.37,NA,NA
2020-01-06 00:00:00,50.50,105.98,7.22,14.48,21.70,29.08,10.19,1.15,6.14,2.50,7.40,NA,0.87,5.29,10.23,NA,85.02,0.37,326.22,0.00,0.00,118.02,NA,NA
2020-01-06 01:00:00,49.65,94.48,7.40,14.27,21.68,29.54,12.32,1.11,6.09,2.50,7.40,NA,0.87,5.29,10.23,NA,77.71,0.21,326.02,0.00,0.00,117.48,NA,NA
2020-01-06 02:00:00,41.90,82.55,7.48,13.60,21.08,29.31,12.09,1.11,6.07,2.50,7.40,NA,0.87,5.29,10.22,NA,80.56,0.27,296.22,0.00,0.00,117.13,NA,NA
2020-01-06 03:00:00,34.28,73.52,7.82,12.95,20.78,28.99,12.11,1.04,6.14,2.50,7.40,NA,0.87,5.29,10.23,NA,88.90,0.56,259.45,0.00,0.00,118.16,NA,NA
2020-01-06 04:00:00,33.45,65.80,7.98,12.72,20.68,28.96,11.83,1.00,5.94,2.50,7.40,NA,0.87,5.29,10.22,NA,91.72,0.50,270.50,0.00,0.00,103.60,NA,NA
2020-01-06 05:00:00,35.12,59.60,8.45,13.22,21.70,29.42,11.96,0.94,5.93,2.50,7.40,NA,0.87,5.29,10.22,NA,92.98,0.37,305.13,0.00,0.00,118.30,NA,NA
2020-01-06 06:00:00,31.75,55.85,8.40,13.15,21.58,29.65,11.97,0.92,6.06,2.50,7.40,NA,0.87,5.29,10.23,NA,86.68,0.39,341.66,0.00,0.00,118.58,NA,NA
2020-01-06 07:00:00,27.92,62.23,8.85,13.20,22.10,30.19,11.88,0.90,5.88,2.50,7.40,NA,0.87,5.29,10.22,NA,90.83,0.52,325.00,0.00,0.00,88.22,NA,NA
